"Classificação","Código do
Insumo","Descrição do Insumo","Unidade","Origem de Preço","AC","AL","AM","AP","BA","CE","DF","ES","GO","MA","MG","MS","MT","PA","PB","PE","PI","PR","RJ","RN","RO","RR","RS","SC","SE","SP","TO"
"MATERIAL","62","ADAPTADOR DE COMPRESSAO EM POLIPROPILENO (PP), PARA TUBO EM PEAD, 32 MM X 1"", PARA LIGACAO PREDIAL DE AGUA (NTS 179)","UN","CR","","","","","","","","","","","12.37","","","","","","","","","","","","13.9","","","8.94",""
"MATERIAL","10899","ADAPTADOR EM LATAO, ENGATE RAPIDO 2 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"", PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO","UN","CR","71.19","122.66","96.81","","126.6","89.59","83.23","83.23","","125.29","68.99","78.85","63.73","75.57","87.61","100.76","74.25","126.17","95.5","","62.13","","72.28","52.57","","144.57",""
"MATERIAL","10900","ADAPTADOR EM LATAO, ENGATE RAPIDO1 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"", PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO","UN","CR","55.71","95.99","75.77","","99.08","70.11","65.14","65.14","","98.05","53.99","61.71","49.87","59.14","68.57","78.85","58.11","98.74","74.74","","48.62","","56.57","41.14","","113.14",""
"MATERIAL","47","ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 100 / DE 110 MM","UN","CR","79.01","75.57","","81.44","60.83","","","","","","94.42","76.05","78.34","91.03","","","111.36","","","","83.97","","","","","97.81",""
"MATERIAL","48","ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 50 / DE 60 MM","UN","CR","20.61","19.71","","21.24","15.87","","","","","","24.63","19.84","20.43","23.74","","","29.05","","","","21.9","","","","","25.51",""
"MATERIAL","46","ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 75 / DE 85 MM","UN","CR","46.21","44.2","","47.63","35.57","","","","","","55.22","44.48","45.81","53.24","","","65.13","","","","49.11","","","","","57.2",""
"MATERIAL","52","ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 50 / DE 60 MM","UN","CR","15.65","14.97","","16.14","12.05","","","","","","18.71","15.07","15.52","18.04","","","22.07","","","","16.64","","","","","19.38",""
"MATERIAL","43","ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 75 / DE 85 MM","UN","CR","52.84","50.54","","54.47","40.68","","","","","","63.15","50.86","52.39","60.88","","","74.48","","","","56.16","","","","","65.41",""
"MATERIAL","103","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 110 MM X 4"", PARA AGUA FRIA","UN","CR","50.83","43.43","42.49","38.01","40.93","44.99","50.83","57.91","50.1","42.49","44.58","48.22","42.08","51.87","42.91","40.62","44.26","40.1","46.03","39.99","47.28","40.51","51.87","41.14","43.43","47.91","46.76"
"MATERIAL","107","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 20 MM X 1/2"", PARA AGUA FRIA","UN","CR","0.95","0.81","0.8","0.71","0.77","0.84","0.95","1.09","0.94","0.8","0.84","0.91","0.79","0.97","0.8","0.76","0.83","0.75","0.86","0.75","0.89","0.76","0.97","0.77","0.81","0.9","0.88"
"MATERIAL","65","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA","UN","CR","1.05","0.89","0.87","0.78","0.84","0.93","1.05","1.19","1.03","0.87","0.92","0.99","0.87","1.07","0.88","0.83","0.91","0.82","0.95","0.82","0.97","0.83","1.07","0.85","0.89","0.99","0.96"
"MATERIAL","108","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 32 MM X 1"", PARA AGUA FRIA","UN","CR","2.11","1.8","1.76","1.57","1.69","1.86","2.11","2.4","2.08","1.76","1.85","2.0","1.74","2.15","1.78","1.68","1.83","1.66","1.91","1.66","1.96","1.68","2.15","1.7","1.8","1.98","1.94"
"MATERIAL","110","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/2"", PARA AGUA FRIA","UN","CR","7.31","6.25","6.11","5.47","5.89","6.47","7.31","8.33","7.21","6.11","6.41","6.94","6.05","7.46","6.17","5.84","6.37","5.77","6.62","5.75","6.8","5.83","7.46","5.92","6.25","6.89","6.73"
"MATERIAL","109","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/4"", PARA AGUA FRIA","UN","CR","4.35","3.72","3.64","3.26","3.51","3.85","4.35","4.96","4.29","3.64","3.82","4.13","3.6","4.44","3.67","3.48","3.79","3.43","3.94","3.42","4.05","3.47","4.44","3.52","3.72","4.1","4.01"
"MATERIAL","111","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X 1 1/4"", PARA AGUA FRIA","UN","CR","9.89","8.45","8.27","7.4","7.97","8.76","9.89","11.27","9.75","8.27","8.68","9.39","8.19","10.1","8.35","7.9","8.61","7.8","8.96","7.78","9.2","7.88","10.1","8.01","8.45","9.32","9.1"
"MATERIAL","112","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA","UN","CR","5.24","4.48","4.38","3.92","4.22","4.64","5.24","5.97","5.17","4.38","4.6","4.97","4.34","5.35","4.42","4.19","4.56","4.13","4.75","4.12","4.88","4.18","5.35","4.24","4.48","4.94","4.82"
"MATERIAL","113","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 60 MM X 2"", PARA AGUA FRIA","UN","CR","13.13","11.21","10.97","9.82","10.57","11.62","13.13","14.95","12.94","10.97","11.51","12.45","10.87","13.39","11.08","10.49","11.43","10.35","11.89","10.33","12.21","10.46","13.39","10.62","11.21","12.37","12.08"
"MATERIAL","104","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 75 MM X 2 1/2"", PARA AGUA FRIA","UN","CR","22.84","19.52","19.1","17.08","18.4","20.22","22.84","26.03","22.52","19.1","20.03","21.67","18.91","23.31","19.29","18.26","19.89","18.02","20.69","17.97","21.25","18.21","23.31","18.49","19.52","21.53","21.02"
"MATERIAL","102","ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 85 MM X 3"", PARA AGUA FRIA","UN","CR","31.49","26.91","26.33","23.55","25.36","27.88","31.49","35.88","31.04","26.33","27.62","29.88","26.07","32.14","26.59","25.17","27.43","24.85","28.52","24.78","29.3","25.1","32.14","25.49","26.91","29.69","28.98"
"MATERIAL","95","ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 20 MM X 1/2"", PARA CAIXA D'AGUA","UN","CR","13.31","11.37","11.13","9.95","10.72","11.78","13.31","15.16","13.12","11.13","11.67","12.63","11.02","13.58","11.24","10.63","11.59","10.5","12.05","10.47","12.38","10.61","13.58","10.77","11.37","12.54","12.24"
"MATERIAL","96","ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 25 MM X 3/4"", PARA CAIXA D'AGUA","UN","CR","14.48","12.37","12.1","10.83","11.66","12.81","14.48","16.49","14.27","12.1","12.7","13.73","11.98","14.77","12.22","11.57","12.61","11.42","13.11","11.39","13.47","11.54","14.77","11.72","12.37","13.65","13.32"
"MATERIAL","97","ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 32 MM X 1"", PARA CAIXA D'AGUA","UN","CR","21.78","18.61","18.21","16.29","17.54","19.28","21.78","24.82","21.47","18.21","19.1","20.66","18.03","22.23","18.39","17.41","18.97","17.18","19.73","17.14","20.26","17.36","22.23","17.63","18.61","20.53","20.04"
"MATERIAL","98","ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 40 MM X 1 1/4"", PARA CAIXA D'AGUA","UN","CR","32.6","27.86","27.26","24.38","26.26","28.86","32.6","37.15","32.14","27.26","28.59","30.93","26.99","33.27","27.53","26.06","28.39","25.72","29.53","25.65","30.33","25.99","33.27","26.39","27.86","30.73","30.0"
"MATERIAL","99","ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 50 MM X 1 1/2"", PARA CAIXA D'AGUA","UN","CR","30.81","26.33","25.76","23.05","24.81","27.28","30.81","35.11","30.37","25.76","27.02","29.24","25.51","31.45","26.01","24.62","26.84","24.31","27.91","24.25","28.67","24.56","31.45","24.94","26.33","29.05","28.35"
"MATERIAL","60","ADAPTADOR PVC, COM REGISTRO, PARA PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA","UN","CR","","","","","","","","","","","8.19","","","","","","","","","","","","9.2","","","5.91",""
"MATERIAL","72","ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1 1/2"", PARA CAIXA D'AGUA","UN","CR","59.1","50.5","49.41","44.2","47.59","52.31","59.1","67.33","58.25","49.41","51.83","56.07","48.92","60.31","49.89","47.23","51.47","46.62","53.53","46.5","54.98","47.11","60.31","47.83","50.5","55.71","54.37"
"MATERIAL","71","ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1"", PARA CAIXA D'AGUA","UN","CR","36.5","31.19","30.51","27.3","29.39","32.31","36.5","41.59","35.98","30.51","32.01","34.63","30.22","37.25","30.81","29.17","31.79","28.79","33.06","28.72","33.96","29.09","37.25","29.54","31.19","34.4","33.58"
"MATERIAL","67","ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1/2"", PARA CAIXA D'AGUA","UN","CR","19.11","16.33","15.97","14.29","15.39","16.91","19.11","21.77","18.83","15.97","16.76","18.13","15.82","19.5","16.13","15.27","16.64","15.07","17.3","15.03","17.77","15.23","19.5","15.46","16.33","18.01","17.58"
"MATERIAL","73","ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 3/4"", PARA CAIXA D'AGUA","UN","CR","18.28","15.62","15.29","13.67","14.72","16.19","18.28","20.83","18.02","15.29","16.04","17.35","15.14","18.66","15.44","14.61","15.92","14.42","16.56","14.39","17.01","14.57","18.66","14.8","15.62","17.24","16.82"
"MATERIAL","100","ADAPTADOR PVC, SOLDAVEL, COM FLANGES E ANEL DE VEDACAO, 60 MM X 2"", PARA CAIXA D'AGUA","UN","CR","53.84","46.0","45.01","40.27","43.36","47.66","53.84","61.34","53.07","45.01","47.22","51.08","44.57","54.94","45.45","43.02","46.89","42.47","48.76","42.36","50.09","42.91","54.94","43.58","46.0","50.75","49.53"
"MATERIAL","75","ADAPTADOR PVC, SOLDAVEL, COM FLANGES LIVRES, 110 MM X 4"", PARA CAIXA D'AGUA","UN","CR","313.88","268.22","262.43","234.77","252.78","277.86","313.88","357.62","309.38","262.43","275.29","297.8","259.85","320.32","265.0","250.85","273.36","247.63","284.3","246.99","292.01","250.21","320.32","254.06","268.22","295.87","288.8"
"MATERIAL","83","ADAPTADOR PVC, SOLDAVEL, COM FLANGES LIVRES, 75 MM X 2 1/2"", PARA CAIXA D'AGUA","UN","CR","250.94","214.43","209.8","187.69","202.09","222.14","250.94","285.91","247.34","209.8","220.09","238.08","207.74","256.08","211.86","200.54","218.54","197.97","227.28","197.46","233.46","200.03","256.08","203.12","214.43","236.54","230.88"
"MATERIAL","74","ADAPTADOR PVC, SOLDAVEL, COM FLANGES LIVRES, 85 MM X 3"", PARA CAIXA D'AGUA","UN","CR","358.78","306.58","299.96","268.34","288.93","317.6","358.78","408.77","353.63","299.96","314.66","340.39","297.02","366.13","302.9","286.72","312.46","283.05","324.96","282.31","333.78","285.99","366.13","290.4","306.58","338.19","330.1"
"MATERIAL","106","ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 110 MM X 4"", PARA CAIXA D'AGUA","UN","CR","453.68","387.68","379.31","339.33","365.36","401.62","453.68","516.9","447.18","379.31","397.9","430.44","375.59","462.98","383.03","362.58","395.11","357.93","410.92","357.0","422.08","361.65","462.98","367.22","387.68","427.65","417.43"
"MATERIAL","88","ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 32 MM X 1"", PARA CAIXA D'AGUA","UN","CR","12.75","10.89","10.66","9.53","10.27","11.29","12.75","14.53","12.57","10.66","11.18","12.1","10.55","13.01","10.76","10.19","11.1","10.06","11.55","10.03","11.86","10.16","13.01","10.32","10.89","12.02","11.73"
"MATERIAL","82","ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 75 MM X 2 1/2"", PARA CAIXA D'AGUA","UN","CR","238.75","204.01","199.61","178.57","192.27","211.35","238.75","272.02","235.32","199.61","209.39","226.52","197.65","243.64","201.57","190.8","207.93","188.36","216.24","187.87","222.11","190.31","243.64","193.25","204.01","225.05","219.67"
"MATERIAL","105","ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 85 MM X 3"", PARA CAIXA D'AGUA","UN","CR","338.3","289.08","282.84","253.03","272.44","299.48","338.3","385.45","333.45","282.84","296.71","320.97","280.07","345.24","285.62","270.36","294.63","266.9","306.41","266.21","314.73","269.67","345.24","273.83","289.08","318.89","311.27"
"MATERIAL","39719","ADESIVO / COLA DE CONTATO LIQUIDO, A BASE DE RESINAS, PARA COLAGEM DE ESPUMA PARA ISOLAMENTO TERMICO FLEXIVEL","L","CR","200.76","140.11","150.11","180.14","164.13","160.92","190.15","194.55","164.13","160.12","191.55","199.15","218.17","177.34","130.1","170.13","181.14","198.15","189.15","155.12","194.15","160.12","228.58","200.15","160.12","158.12","174.73"
"MATERIAL","3410","ADESIVO / COLA PARA EPS (ISOPOR) E OUTROS MATERIAIS","KG","CR","45.16","31.51","33.76","40.52","36.92","36.2","42.77","43.76","36.92","36.02","43.09","44.8","49.07","39.89","29.26","38.27","40.74","44.57","42.55","34.89","43.67","36.02","51.42","45.02","36.02","35.57","39.3"
"MATERIAL","4791","ADESIVO ACRILICO DE BASE AQUOSA / COLA DE CONTATO","KG","CR","51.48","37.74","34.89","24.9","47.3","52.69","53.64","55.1","52.43","29.68","51.87","38.21","30.89","50.19","37.95","56.05","47.65","37.74","56.91","26.06","33.77","32.09","35.89","35.8","29.47","51.96","52.69"
"MATERIAL","157","ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI PARA INJECAO EM TRINCAS, BICOMPONENTE, BAIXA VISCOSIDADE","KG","CR","212.11","208.99","","201.49","145.29","174.64","194.63","136.55","151.54","186.3","134.05","148.83","174.64","172.35","187.13","164.44","232.3","138.21","159.45","160.49","189.01","163.19","145.5","139.88","201.7","144.67","212.53"
"MATERIAL","156","ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, FLUIDO","KG","CR","75.52","74.41","","71.74","51.73","62.18","69.3","48.62","53.95","66.33","47.73","52.99","62.18","61.37","66.63","58.55","82.71","49.21","56.77","57.14","67.3","58.1","51.8","49.8","71.82","51.51","75.67"
"MATERIAL","131","ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, PASTOSO (TIXOTROPICO)","KG","CR","64.59","63.63","","61.35","44.24","53.18","59.26","41.58","46.14","56.73","40.82","45.32","53.18","52.48","56.98","50.07","70.73","42.08","48.55","48.87","57.55","49.69","44.3","42.59","61.42","44.05","64.71"
"MATERIAL","21114","ADESIVO PARA TUBOS CPVC, *75* G","UN","CR","39.57","27.62","29.59","35.51","32.35","31.72","37.48","38.35","32.35","31.56","37.76","39.26","43.0","34.96","25.64","33.53","35.7","39.06","37.28","30.58","38.27","31.56","45.06","39.45","31.56","31.17","34.44"
"MATERIAL","119","ADESIVO PLASTICO PARA PVC, BISNAGA COM 75 GR","UN","C","10.03","7.0","7.5","9.0","8.2","8.04","9.5","9.72","8.2","8.0","9.57","9.95","10.9","8.86","6.5","8.5","9.05","9.9","9.45","7.75","9.7","8.0","11.42","10.0","8.0","7.9","8.73"
"MATERIAL","122","ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR","UN","CR","77.17","53.86","57.7","69.25","63.09","61.86","73.09","74.79","63.09","61.55","73.63","76.56","83.86","68.17","50.01","65.4","69.63","76.17","72.71","59.63","74.63","61.55","87.87","76.94","61.55","60.78","67.17"
"MATERIAL","20080","ADESIVO PLASTICO PARA PVC, FRASCO COM 175 GR","UN","CR","25.19","17.58","18.83","22.6","20.59","20.19","23.85","24.41","20.59","20.09","24.03","24.98","27.37","22.25","16.32","21.34","22.72","24.86","23.73","19.46","24.36","20.09","28.68","25.11","20.09","19.84","21.92"
"MATERIAL","124","ADITIVO ACELERADOR DE PEGA E ENDURECIMENTO PARA ARGAMASSAS E CONCRETOS, LIQUIDO E ISENTO DE CLORETOS","L","CR","24.91","24.54","","23.66","17.06","20.51","22.85","16.03","17.79","21.87","15.74","17.47","20.51","20.24","21.97","19.31","27.28","16.23","18.72","18.84","22.19","19.16","17.08","16.42","23.68","16.99","24.96"
"MATERIAL","7334","ADITIVO ADESIVO LIQUIDO PARA ARGAMASSAS DE REVESTIMENTOS CIMENTICIOS","L","CR","22.73","18.33","","23.09","16.98","","15.54","12.1","12.59","16.27","13.49","","","20.2","19.02","17.08","19.19","15.16","20.28","13.49","18.47","16.27","17.54","19.75","23.6","14.39","15.03"
"MATERIAL","45146","ADITIVO IMPERMEABILIZANTE CRISTALIZANTE PARA CONCRETO","KG","CR","47.76","47.06","","45.37","32.71","39.32","43.82","30.74","34.12","41.95","30.18","33.51","39.32","38.81","42.13","37.02","52.3","31.12","35.9","36.13","42.56","36.74","32.76","31.49","45.41","32.57","47.85"
"MATERIAL","123","ADITIVO IMPERMEABILIZANTE DE PEGA NORMAL PARA ARGAMASSAS E CONCRETOS SEM ARMACAO, LIQUIDO E ISENTO DE CLORETOS","L","C","10.19","10.04","","9.68","6.98","8.39","9.35","6.56","7.28","8.95","6.44","7.15","8.39","8.28","8.99","7.9","11.16","6.64","7.66","7.71","9.08","7.84","6.99","6.72","9.69","6.95","10.21"
"MATERIAL","127","ADITIVO IMPERMEABILIZANTE DE PEGA ULTRARRAPIDA, LIQUIDO E ISENTO DE CLORETOS","L","CR","24.33","23.97","","23.11","16.66","20.03","22.32","15.66","17.38","21.37","15.37","17.07","20.03","19.77","21.46","18.86","26.64","15.85","18.29","18.4","21.68","18.72","16.69","16.04","23.13","16.59","24.37"
"MATERIAL","133","ADITIVO LIQUIDO INCORPORADOR DE AR PARA CONCRETO E ARGAMASSA, LIQUIDO E ISENTO DE CLORETOS","L","CR","10.1","9.95","","9.6","6.92","8.32","9.27","6.5","7.22","8.87","6.38","7.09","8.32","8.21","8.91","7.83","11.06","6.58","7.59","7.64","9.0","7.77","6.93","6.66","9.61","6.89","10.12"
"MATERIAL","43617","ADITIVO PLASTIFICANTE E ESTABILIZADOR PARA ARGAMASSAS DE ASSENTAMENTO E REBOCO, LIQUIDO E ISENTO DE CLORETOS","L","CR","11.29","11.12","","10.72","7.73","9.29","10.36","7.26","8.06","9.91","7.13","7.92","9.29","9.17","9.96","8.75","12.36","7.35","8.48","8.54","10.06","8.68","7.74","7.44","10.73","7.7","11.31"
"MATERIAL","132","ADITIVO PLASTIFICANTE RETARDADOR DE PEGA E REDUTOR DE AGUA PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS","L","CR","10.47","10.32","","9.95","7.17","8.62","9.61","6.74","7.48","9.2","6.62","7.35","8.62","8.51","9.24","8.12","11.47","6.82","7.87","7.92","9.33","8.06","7.18","6.91","9.96","7.14","10.49"
"MATERIAL","43618","ADITIVO SUPERPLASTIFICANTE DE PEGA NORMAL PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS","KG","CR","26.37","25.98","","25.05","18.06","21.71","24.2","16.97","18.84","23.16","16.66","18.5","21.71","21.43","23.26","20.44","28.88","17.18","19.82","19.95","23.5","20.29","18.09","17.39","25.08","17.98","26.42"
"MATERIAL","37476","ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRADA INTERNA DE 1,50 X 1,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA","UN","CR","","2811.93","","","3960.0","","3840.7","3904.75","","4292.77","3910.08","3925.05","","3818.9","","3128.06","3660.5","","4791.93","3841.2","3510.75","","4251.17","","","5058.15","3660.5"
"MATERIAL","37478","ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,00 X 2,00 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA","UN","CR","","3522.01","","","4959.99","","4810.57","4890.81","","5376.8","4897.47","4916.23","","4783.27","","3917.98","4584.87","","6002.01","4811.19","4397.31","","5324.7","","","6335.46","4584.87"
"MATERIAL","37477","ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,50 X 2,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA","UN","CR","","4771.76","","","6719.99","","6517.55","6626.25","","7284.7","6635.29","6660.7","","6480.56","","5308.23","6211.76","","8131.76","6518.39","5957.64","","7214.11","","","8583.52","6211.76"
"MATERIAL","37479","ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 3,00 X 3,00 M (L X A), MISULA DE 20 X 20 CM, C = 1.00 M, ESPESSURA MIN = 20 CM, TB-45 E FCK DO CONCRETO = 30 MPA","UN","CR","","5659.36","","","7970.0","","7729.89","7858.82","","8639.74","7869.53","7899.67","","7686.02","","6295.63","7367.22","","9644.36","7730.9","7065.84","","8556.02","","","10180.16","7367.22"
"MATERIAL","4319","AFASTADOR PARA TELHA DE FIBROCIMENTO CANALETE 90 OU KALHETAO","UN","CR","1.45","1.86","","","1.67","1.45","","2.25","1.22","2.44","1.74","1.37","1.51","2.44","2.25","1.14","2.43","1.15","2.18","1.54","1.5","1.45","1.65","1.67","2.25","1.9","1.58"
"MATERIAL","42409","AGENTE DE CURA, PROTETOR DA EVAPORACAO DA AGUA DE HIDRATACAO DO CONCRETO","KG","CR","16.6","16.36","","15.77","11.37","13.67","15.24","10.69","11.86","14.58","10.49","11.65","13.67","13.49","14.65","12.87","18.19","10.82","12.48","12.56","14.8","12.77","11.39","10.95","15.79","11.32","16.64"
"MATERIAL","40553","AGREGADO RECICLADO, TIPO RACHAO RECICLADO CINZA, CLASSE A","M3","C","","","","","","","","","","","","","","","","","","37.0","","","","","","","","62.5",""
"MAO DE OBRA","6114","AJUDANTE DE ARMADOR (HORISTA)","H","CR","17.97","16.14","17.42","17.14","15.97","16.28","16.57","18.82","15.03","16.01","18.23","15.85","18.07","15.6","16.66","17.91","15.57","22.17","22.64","16.63","20.82","16.56","19.32","22.12","14.9","23.98","17.97"
"MAO DE OBRA","40912","AJUDANTE DE ARMADOR (MENSALISTA)","MES","CR","3140.53","2819.97","3059.82","2981.29","2795.12","2861.87","2955.38","3306.02","2650.07","2823.04","3218.73","2771.16","3188.14","2703.77","2915.13","3137.72","2749.89","3892.7","3984.02","2908.8","3613.95","2885.26","3395.14","3878.38","2635.07","4203.34","3155.57"
"MAO DE OBRA","247","AJUDANTE DE ELETRICISTA (HORISTA)","H","CR","17.97","16.14","17.42","17.14","15.97","16.28","16.57","18.82","15.03","16.01","18.23","15.85","18.07","15.6","16.66","17.91","15.57","22.17","22.64","16.63","20.82","16.56","19.32","22.12","14.9","23.98","17.97"
"MAO DE OBRA","40919","AJUDANTE DE ELETRICISTA (MENSALISTA)","MES","CR","3140.53","2819.97","3059.82","2981.29","2795.12","2861.87","2955.38","3306.02","2650.07","2823.04","3218.73","2771.16","3188.14","2703.77","2915.13","3137.72","2749.89","3892.7","3984.02","2908.8","3613.95","2885.26","3395.14","3878.38","2635.07","4203.34","3155.57"
"MAO DE OBRA","44499","AJUDANTE DE ESTRUTURAS METALICAS (HORISTA)","H","CR","17.97","16.14","17.42","17.14","15.97","16.28","16.57","18.82","15.03","16.01","18.23","15.85","18.07","15.6","16.66","17.91","15.57","22.17","22.64","16.63","20.82","16.56","19.32","22.12","14.81","23.98","17.97"
"MAO DE OBRA","40984","AJUDANTE DE ESTRUTURAS METALICAS (MENSALISTA)","MES","CR","3140.53","2819.97","3059.82","2981.29","2795.12","2861.87","2955.38","3306.02","2650.07","2823.04","3218.73","2771.16","3188.14","2703.77","2915.13","3137.72","2749.89","3892.7","3984.02","2908.8","3613.95","2885.26","3395.14","3878.38","2621.13","4203.34","3155.57"
"MAO DE OBRA","248","AJUDANTE DE OPERACAO EM GERAL (HORISTA)","H","CR","17.56","16.12","17.08","16.12","16.81","15.37","16.49","17.06","15.44","16.25","19.74","16.35","17.88","16.1","16.87","18.06","15.91","21.78","23.02","15.66","21.12","15.09","19.21","21.6","14.85","21.54","24.55"
"MAO DE OBRA","41086","AJUDANTE DE OPERACAO EM GERAL (MENSALISTA)","MES","CR","3069.36","2817.08","2999.87","2802.52","2942.55","2705.72","2942.38","2997.69","2723.31","2862.34","3488.51","2857.08","3155.15","2791.64","2952.65","3165.52","2809.46","3821.58","4049.44","2739.6","3667.45","2630.57","3378.72","3787.81","2627.82","3775.92","4308.16"
